央视频道,#genre#
CCTV-17农业,rtsp://183.59.160.61/PLTV/88888905/224/3221229868/10000100000000060000000010232872_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EMXk-ZaIQs_7rbBYBsWELIA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000052019073099000002%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000010232872_0%2CEND&GuardEncType=2
CCTV4K-25P,rtsp://183.59.160.61/PLTV/88888905/224/3221230109/477174391.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EH6OQluW7P2XpHwl5hISCNg%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000006000000052022041599000001%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C477174391%2CEND&GuardEncType=2
CCTV4K-50P,rtsp://183.59.160.61/PLTV/88888905/224/3221230158/477174390.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ecc5THrbKOGJwM2IQjYcCzA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000006000000052022041599000003%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C477174390%2CEND&GuardEncType=2
湖南卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227108/10000100000000060000000000937811_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E38L1bbY7HbXhUNv0rtNKjw%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000067%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937811_0%2CEND&GuardEncType=2
浙江卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227137/10000100000000060000000000937809_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ENXFNGUMjuKAij_7dypW0Ug%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000070%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937809_0%2CEND&GuardEncType=2
江苏卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227160/10000100000000060000000000937810_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E1imCfcwbo0EH-LwBGE9w2Q%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000072%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937810_0%2CEND&GuardEncType=2
东方卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227131/10000100000000060000000000937800_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Eb8UG2_T_UWlEDMh8uekFFQ%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000076%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937800_0%2CEND&GuardEncType=2
安徽卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227154/10000100000000060000000000937801_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EVEEp6SBLF5IAggrikGiN3Q%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000057%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937801_0%2CEND&GuardEncType=2
北京卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227105/10000100000000060000000000937805_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EQfV20trmEh0rqb05H2BJzA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000073%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937805_0%2CEND&GuardEncType=2
天津卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227142/10000100000000060000000000937745_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EfOzaokQlzL-Cb-CaUWO3KA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000093%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937745_0%2CEND&GuardEncType=2
山东卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227136/10000100000000060000000000937739_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EQG3etEm5PfAomXZGhb3I2A%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000095%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937739_0%2CEND&GuardEncType=2
江西卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227134/10000100000000060000000000937803_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EycFnq-2TUHQVQi6HWOKX_A%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000065%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937803_0%2CEND&GuardEncType=2
深圳卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227078/10000100000000060000000000937713_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EFkAlmwXHRqAN-OgioWUzqA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000149%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937713_0%2CEND&GuardEncType=2
湖北卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227087/10000100000000060000000000937743_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E9r9GKIMnyw_m_SYQJtKf4g%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000092%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937743_0%2CEND&GuardEncType=2
辽宁卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227102/10000100000000060000000000937802_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESeUgwqzUnEHXdHBVoIa6Mg%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000062%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937802_0%2CEND&GuardEncType=2
黑龙江卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227099/10000100000000060000000000937799_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E2huvVAwkvSDAfbKtecr4Rw%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000078%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937799_0%2CEND&GuardEncType=2
贵州卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227125/10000100000000060000000000937773_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESPA_43L3rzuptaT9a8uivA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000081%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937773_0%2CEND&GuardEncType=2
四川卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227157/10000100000000060000000000937804_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E1G7V8otdVhtQ8zBxDbehuA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000069%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937804_0%2CEND&GuardEncType=2
河南卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227093/10000100000000060000000000937769_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EGMdHyWNyZ_6KV6KG-OYpjg%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000085%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937769_0%2CEND&GuardEncType=2
云南卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227140/10000100000000060000000000937812_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXb-OX2gM75xKpXbBAM5GIw%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000060%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937812_0%2CEND&GuardEncType=2
重庆卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227122/10000100000000060000000000937770_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E7K3MXJEFJpGlZnT5Xn0Www%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000083%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937770_0%2CEND&GuardEncType=2
河北卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227128/10000100000000060000000000937776_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EwccB4VM9YV6TE7E3zHn51Q%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000079%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937776_0%2CEND&GuardEncType=2
东南卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227096/10000100000000060000000000937772_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E5u8oHlUEcesdFAX8YZngfQ%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000075%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937772_0%2CEND&GuardEncType=2
广西卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227148/10000100000000060000000000937768_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EWDfQCtImMRaP9t7qOQ3-_w%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000086%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937768_0%2CEND&GuardEncType=2
吉林卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227116/10000100000000060000000000937747_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EJXp4y4kfcDbYe6xmEpUN7A%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000091%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937747_0%2CEND&GuardEncType=2
陕西卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227090/10000100000000060000000000937749_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7El1Jvd3eba_moyqjc4UwIdA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000090%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937749_0%2CEND&GuardEncType=2
山西卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227110/10000100000000060000000000937735_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ev_KgYKRklkfnEPdDKI_c8A%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000099%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937735_0%2CEND&GuardEncType=2
内蒙古卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227133/10000100000000060000000000937736_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EdxZDQ7KfNspqVtyLYOGtWw%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000098%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937736_0%2CEND&GuardEncType=2
青海卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227113/10000100000000060000000000937738_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E45cXulY6kGxAR7WsN7em8w%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000096%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937738_0%2CEND&GuardEncType=2
海南卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227119/10000100000000060000000000937750_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EEB7gqYU-ja9dFtN8ykBduA%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000088%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937750_0%2CEND&GuardEncType=2
宁夏卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227151/10000100000000060000000000937771_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EjPYTVDZ6648u-1PC8kNqOw%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000082%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937771_0%2CEND&GuardEncType=2
西藏卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227081/10000100000000060000000000937734_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EyRfvy8pCBk58aVh4rJFsGg%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000100%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937734_0%2CEND&GuardEncType=2
新疆卫视,rtsp://183.59.160.61/PLTV/88888905/224/3221227084/10000100000000060000000000937737_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E0jHGLU4wLtQWWQdPoUd3pQ%7EZYIp730Dq_eFcfJ0_XfdgDfdy-XkoGL2fnmkoBVtANKWFLa-t3x3nFn79cGQSixecprzhIwphk9uGR-Y95jH24Slb1W8BIo8vm2kE85Rw0o%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20231024184041%2C10500005255271%2C10.101.240.206%2C20231024184041%2C02000000000000050000000000000097%2C10001000377133%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000937737_0%2CEND&GuardEncType=2
